"division","gender","belt","weight","fight","day","date","time","winner_idx","comp01_n","ID_1","comp01_name","comp01_club","comp01_dq","comp01_won","comp02_n","ID_2","comp02_name","comp02_club","comp02_dq","comp02_won"
"Master 3","Male","BROWN","Heavy","BYE","BYE","BYE","BYE",1,"3",5208,"Kostandinos P Angelas","Super System BJJ",0,1,"BYE",5208,"BYE","BYE",0,1
"Master 3","Male","BROWN","Heavy","FIGHT 51","Thu","09/01","03:59 PM",2,"2",5209,"Claudio Luiz de Aguiar Ayres","Alliance ",0,0,"17",5209,"Christopher M Kurz","Gracie Humaita",0,1
"Master 3","Male","BROWN","Heavy","FIGHT 59","Thu","09/01","04:47 PM",1,"3",5210,"Kostandinos P Angelas","Super System BJJ",0,1,"7",5210,"Eduardo Moriyuki Tamashiro","Impacto BJJ",0,0
"Master 3","Male","BROWN","Heavy","FIGHT 50","Thu","09/01","03:52 PM",2,"13",5211,"Marcello de Paula Gomiero","Barbosa Jiu-Jitsu",0,0,"3",5211,"Kostandinos P Angelas","Super System BJJ",0,1
"Master 3","Male","BROWN","Heavy","BYE","BYE","BYE","BYE",1,"2",5212,"Claudio Luiz de Aguiar Ayres","Alliance ",0,1,"BYE",5212,"BYE","BYE",0,1
"Master 3","Male","BROWN","Heavy","BYE","BYE","BYE","BYE",1,"13",5213,"Marcello de Paula Gomiero","Barbosa Jiu-Jitsu",0,1,"BYE",5213,"BYE","BYE",0,1
"Master 3","Male","BROWN","Heavy","FIGHT 56","Thu","09/01","04:24 PM",1,"7",5214,"Eduardo Moriyuki Tamashiro","Impacto BJJ",0,1,"17",5214,"Christopher M Kurz","Gracie Humaita",0,0
"Master 3","Male","BROWN","Heavy","FIGHT 54","Thu","09/01","04:13 PM",2,"9",5215,"Vincent Vallejo","Ares BJJ",0,0,"3",5215,"Kostandinos P Angelas","Super System BJJ",0,1
"Master 3","Male","BROWN","Heavy","BYE","BYE","BYE","BYE",1,"7",5216,"Eduardo Moriyuki Tamashiro","Impacto BJJ",0,1,"BYE",5216,"BYE","BYE",0,1
"Master 3","Male","BROWN","Heavy","BYE","BYE","BYE","BYE",1,"5",5217,"Nicholas Tomaszewski","RMNU Team",0,1,"BYE",5217,"BYE","BYE",0,1
"Master 3","Male","BROWN","Heavy","FIGHT 49","Thu","09/01","03:45 PM",2,"11",5218,"Troy JonathanLee Sumic","Nova União",0,0,"7",5218,"Eduardo Moriyuki Tamashiro","Impacto BJJ",0,1
"Master 3","Male","BROWN","Heavy","FIGHT 53","Thu","09/01","03:56 PM",1,"9",5219,"Vincent Vallejo","Ares BJJ",0,1,"5",5219,"Nicholas Tomaszewski","RMNU Team",1,0
"Master 3","Male","BROWN","Heavy","BYE","BYE","BYE","BYE",1,"11",5220,"Troy JonathanLee Sumic","Nova União",0,1,"BYE",5220,"BYE","BYE",0,1
"Master 3","Male","BROWN","Heavy","BYE","BYE","BYE","BYE",1,"9",5221,"Vincent Vallejo","Ares BJJ",0,1,"BYE",5221,"BYE","BYE",0,1
"Master 3","Male","BROWN","Heavy","FIGHT 61","Thu","09/01","05:07 PM",2,"3",5222,"Kostandinos P Angelas","Super System BJJ",0,0,"6",5222,"GeoffreyTacae L Harvey","CheckMat",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 13","Fri","09/02","11:00 AM",2,"30",5223,"Roberto Ramirez","Team James Clingerman",0,0,"46",5223,"Andrew John Capper","British Army BJJ",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 18","Fri","09/02","11:37 AM",2,"26",5224,"Jerry Nicholas Aquino III","Atos JJ International",1,0,"42",5224,"Christopher John Regan","Open Mat Mixed Martial Arts ",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 17","Fri","09/02","11:28 AM",2,"5",5225,"James H Mansfield","Boston BJJ",0,0,"46",5225,"Andrew John Capper","British Army BJJ",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 29","Fri","09/02","12:50 PM",2,"6",5226,"Newton Dias Casemiro","Ralph Gracie Jiu-Jitsu Berkeley",1,0,"46",5226,"Andrew John Capper","British Army BJJ",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 20","Fri","09/02","11:42 AM",1,"6",5227,"Newton Dias Casemiro","Ralph Gracie Jiu-Jitsu Berkeley",0,1,"42",5227,"Christopher John Regan","Open Mat Mixed Martial Arts ",0,0
"Master 3","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"5",5228,"James H Mansfield","Boston BJJ",0,1,"BYE",5228,"BYE","BYE",0,1
"Master 3","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"6",5229,"Newton Dias Casemiro","Ralph Gracie Jiu-Jitsu Berkeley",0,1,"BYE",5229,"BYE","BYE",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 21","Fri","09/02","11:51 AM",2,"38",5230,"Fabio Canela do Rosario Landulfo Alves","Unity Jiu-jitsu",0,0,"46",5230,"Andrew John Capper","British Army BJJ",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 25","Fri","09/02","12:25 PM",2,"10",5231,"Tryfon Constantine Stathopoulos","Six Blades Jiu-Jitsu",0,0,"6",5231,"Newton Dias Casemiro","Ralph Gracie Jiu-Jitsu Berkeley",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 14","Fri","09/02","11:07 AM",2,"22",5232,"Justin J Lemke","Lovato Jiu-Jitsu",0,0,"38",5232,"Fabio Canela do Rosario Landulfo Alves","Unity Jiu-jitsu",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 22","Fri","09/02","11:53 AM",1,"18",5233,"Jamie Wayne Riedinger","Cascao Jiu-Jitsu",0,1,"34",5233,"Isaac Richard July Jr","Big Brothers",1,0
"Master 3","Male","BLACK","Heavy","FIGHT 19","Fri","09/02","11:40 AM",2,"14",5234,"Roy  Gonzales","Pablo Silva BJJ",0,0,"38",5234,"Fabio Canela do Rosario Landulfo Alves","Unity Jiu-jitsu",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 23","Fri","09/02","12:04 PM",1,"10",5235,"Tryfon Constantine Stathopoulos","Six Blades Jiu-Jitsu",0,1,"18",5235,"Jamie Wayne Riedinger","Cascao Jiu-Jitsu",0,0
"Master 3","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"14",5236,"Roy  Gonzales","Pablo Silva BJJ",0,1,"BYE",5236,"BYE","BYE",0,1
"Master 3","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"10",5237,"Tryfon Constantine Stathopoulos","Six Blades Jiu-Jitsu",0,1,"BYE",5237,"BYE","BYE",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 15","Fri","09/02","10:56 AM",2,"28",5238,"Tarik  Bramwell","Gracie Humaita Winnipeg",0,0,"44",5238,"Anthony Vincent Falotico","Fabin Rosa Brazilian Jiu-Jitsu",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 21","Fri","09/02","11:42 AM",1,"32",5239,"Paulo Rogerio Oliveira","Sorriso BJJ Club",0,1,"39",5239,"Douglas Ruben Holcomb","Gracie Barra",1,0
"Master 3","Male","BLACK","Heavy","FIGHT 17","Fri","09/02","11:12 AM",1,"8",5240,"Josh Souder","CheckMat",0,1,"44",5240,"Anthony Vincent Falotico","Fabin Rosa Brazilian Jiu-Jitsu",0,0
"Master 3","Male","BLACK","Heavy","FIGHT 27","Fri","09/02","12:46 PM",2,"1",5241,"Regis Calixto de Lima","R1NG BJJ",0,0,"12",5241,"Gustavo Ramos Campos","Atos Jiu-Jitsu",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 23","Fri","09/02","11:44 AM",1,"1",5242,"Regis Calixto de Lima","R1NG BJJ",0,1,"32",5242,"Paulo Rogerio Oliveira","Sorriso BJJ Club",0,0
"Master 3","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"8",5243,"Josh Souder","CheckMat",0,1,"BYE",5243,"BYE","BYE",0,1
"Master 3","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"1",5244,"Regis Calixto de Lima","R1NG BJJ",0,1,"BYE",5244,"BYE","BYE",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 20","Fri","09/02","11:41 AM",1,"12",5245,"Gustavo Ramos Campos","Atos Jiu-Jitsu",0,1,"8",5245,"Josh Souder","CheckMat",0,0
"Master 3","Male","BLACK","Heavy","FIGHT 24","Fri","09/02","11:59 AM",2,"25",5246,"Eric Rene Marentette","Ribeiro Jiu-Jitsu International ",0,0,"1",5246,"Regis Calixto de Lima","R1NG BJJ",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 14","Fri","09/02","10:50 AM",1,"20",5247,"Dave Kuhio Tabancura","CheckMat USA",0,1,"36",5247,"Fabricio dos Santos Camoes","Gracie Humaita",0,0
"Master 3","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"16",5248,"Eduardo D Neves","Checkmat JM Modern JJ",0,1,"BYE",5248,"BYE","BYE",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 18","Fri","09/02","11:18 AM",1,"12",5249,"Gustavo Ramos Campos","Atos Jiu-Jitsu",0,1,"20",5249,"Dave Kuhio Tabancura","CheckMat USA",0,0
"Master 3","Male","BLACK","Heavy","FIGHT 22","Fri","09/02","11:42 AM",1,"25",5250,"Eric Rene Marentette","Ribeiro Jiu-Jitsu International ",0,1,"16",5250,"Eduardo D Neves","Checkmat JM Modern JJ",1,0
"Master 3","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"12",5251,"Gustavo Ramos Campos","Atos Jiu-Jitsu",0,1,"BYE",5251,"BYE","BYE",0,1
"Master 3","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"25",5252,"Eric Rene Marentette","Ribeiro Jiu-Jitsu International ",0,1,"BYE",5252,"BYE","BYE",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 18","Fri","09/02","11:18 AM",2,"29",5253,"Rocky Lee Brown","TRUJITSU",1,0,"45",5253,"Anthony Del Guercio","Lovato Jiu-Jitsu",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 14","Fri","09/02","11:11 AM",1,"24",5254,"Paul Frank Moreno","CheckMat",0,1,"41",5254,"Daniel Theodore Hart","Hart Jiu-Jitsu",0,0
"Master 3","Male","BLACK","Heavy","FIGHT 16","Fri","09/02","11:25 AM",1,"3",5255,"Percio Gonçalves","G13 BJJ ",0,1,"45",5255,"Anthony Del Guercio","Lovato Jiu-Jitsu",0,0
"Master 3","Male","BLACK","Heavy","FIGHT 28","Fri","09/02","12:41 PM",2,"4",5256,"Delson Heleno Raimundo","R1NG BJJ",0,0,"3",5256,"Percio Gonçalves","G13 BJJ ",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 19","Fri","09/02","11:40 AM",1,"4",5257,"Delson Heleno Raimundo","R1NG BJJ",0,1,"24",5257,"Paul Frank Moreno","CheckMat",0,0
"Master 3","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"3",5258,"Percio Gonçalves","G13 BJJ ",0,1,"BYE",5258,"BYE","BYE",0,1
"Master 3","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"4",5259,"Delson Heleno Raimundo","R1NG BJJ",0,1,"BYE",5259,"BYE","BYE",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 23","Fri","09/02","12:11 PM",2,"37",5260,"Fábio Franco da Silva","Gracie Humaita",0,0,"3",5260,"Percio Gonçalves","G13 BJJ ",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 25","Fri","09/02","12:22 PM",2,"17",5261,"Andy Kazik","Brasa CTA",0,0,"4",5261,"Delson Heleno Raimundo","R1NG BJJ",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 13","Fri","09/02","11:04 AM",2,"21",5262,"Brian James Vanornum","One Jiu-Jitsu USA",0,0,"37",5262,"Fábio Franco da Silva","Gracie Humaita",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 15","Fri","09/02","11:18 AM",1,"17",5263,"Andy Kazik","Brasa CTA",0,1,"33",5263,"Josh J Cather","Tinguinha BJJ Academy",0,0
"Master 3","Male","BLACK","Heavy","FIGHT 20","Fri","09/02","11:47 AM",2,"13",5264,"Michael William Anderson","Combat Base",0,0,"37",5264,"Fábio Franco da Silva","Gracie Humaita",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 22","Fri","09/02","12:04 PM",2,"9",5265,"Jose H Oliveira de Alencar","Six Blades Jiu-Jitsu",0,0,"17",5265,"Andy Kazik","Brasa CTA",0,1
"Master 3","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"13",5266,"Michael William Anderson","Combat Base",0,1,"BYE",5266,"BYE","BYE",0,1
"Master 3","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"9",5267,"Jose H Oliveira de Alencar","Six Blades Jiu-Jitsu",0,1,"BYE",5267,"BYE","BYE",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 14","Fri","09/02","11:07 AM",2,"27",5268,"Kaelum Martin M Kalista","GF Team",1,0,"43",5268,"Bruno Rodrigues Albuquerque","Soca Brazilian Jiu-Jitsu",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 15","Fri","09/02","11:13 AM",1,"31",5269,"Richard A Bondoc","Jiu-Jitsu For Life Team",0,1,"40",5269,"David Stephen Elias","Carlos Catania BJJ Association",0,0
"Master 3","Male","BLACK","Heavy","FIGHT 20","Fri","09/02","10:04 AM",2,"7",5270,"Sergio Santos da Costa Filho","Gracie Barra",1,0,"43",5270,"Bruno Rodrigues Albuquerque","Soca Brazilian Jiu-Jitsu",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 25","Fri","09/02","12:33 PM",1,"2",5271,"Lucio Sergio dos Santos","Lucio Sergio BJJ Lifestyle",0,1,"43",5271,"Bruno Rodrigues Albuquerque","Soca Brazilian Jiu-Jitsu",0,0
"Master 3","Male","BLACK","Heavy","FIGHT 18","Fri","09/02","11:34 AM",1,"2",5272,"Lucio Sergio dos Santos","Lucio Sergio BJJ Lifestyle",0,1,"31",5272,"Richard A Bondoc","Jiu-Jitsu For Life Team",0,0
"Master 3","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"7",5273,"Sergio Santos da Costa Filho","Gracie Barra",0,1,"BYE",5273,"BYE","BYE",0,1
"Master 3","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"2",5274,"Lucio Sergio dos Santos","Lucio Sergio BJJ Lifestyle",0,1,"BYE",5274,"BYE","BYE",0,1
"Master 3","Male","BLACK","Heavy","FIGHT 22","Fri","09/02","11:59 AM",2,"19",5275,"Oscar Reece Gordon","Zenith BJJ",0,0,"43",5275,"Bruno Rodrigues Albuquerque","Soca Brazilian Jiu-Jitsu",0,1
